,cleanedtext,standardized
75711,trainer returns change as much as like no penalty ,['pokemonletsgo']
76741,so made goal right between invest ,"['smashbros', 'pokemonletsgo', 'smashbros']"
76766,mythical mew comes exclusive every can join on adventure ,"['pokemonletsgo', 'pokemonletsgo']"
76778,news mew comes exclusive every in go ,['pokemonletsgo']
76830,trainer returns change as much as like no penalty ,['pokemonletsgo']
76936,mythical mew comes exclusive every can join on adventure ,['pokemonletsgo']
76976,trainer returns change as much as like no penalty ,['pokemonletsgo']
77649,mythical mew comes exclusive every can join on adventure ,"['pokemonletsgo', 'pokemonletsgo']"
77809,3ds switch ,"['pokemonletsgo', 'smashbros']"
78208,ridley 3ds switch ,"['pokemonletsgo', 'smashbros']"
79040,trainer returns change as much as like no penalty ,['pokemonletsgo']
79334,mythical mew comes exclusive every can join on adventure ,"['pokemonletsgo', 'pokemonletsgo']"
79382,thanks nothing half direct was only no new infos ,"['smashbros', 'pokemonletsgo']"
81069,mythical mew comes exclusive every can join on adventure ,['pokemonletsgo']
81104,mythical mew comes exclusive every can join on adventure ,['pokemonletsgo']
81644,sat through whole presentation waiting game play there was ,['pokemonletsgo']
82189,so will be released on december 7th coming out in november ,"['smashbros', 'pokemonletsgo']"
82514,mythical mew comes exclusive every can join on adventure ,"['pokemonletsgo', 'pokemonletsgo']"
82578,trainer returns change as much as like no penalty ,['pokemonletsgo']
82680,mythical mew comes exclusive every can join on adventure ,['pokemonletsgo']
82807,mythical mew comes exclusive every can join on adventure ,"['pokemonletsgo', 'pokemonletsgo']"
82894,trainer returns change as much as like no penalty ,['pokemonletsgo']
82930,thanks smash ultimate but seriously no or main series title means ,['pokemonletsgo']
83331,die die die mew in ,['pokemonletsgo']
83626,mythical mew comes exclusive every can join on adventure ,['pokemonletsgo']
84126,mythical mew comes exclusive every can join on adventure ,"['pokemonletsgo', 'pokemonletsgo']"
84762,trainer returns change as much as like no penalty ,['pokemonletsgo']
84944,trainer returns change as much as like no penalty ,['pokemonletsgo']
86118,trainer returns change as much as like no penalty ,['pokemonletsgo']
86337,mythical mew comes exclusive every can join on adventure ,['pokemonletsgo']
87174,trainer returns change as much as like no penalty ,['pokemonletsgo']
87286,trainer returns change as much as like no penalty ,['pokemonletsgo']
87289,mythical mew comes exclusive every can join on adventure ,"['pokemonletsgo', 'pokemonletsgo']"
87292,news mew comes exclusive every in go ,['pokemonletsgo']
87652,trainer returns change as much as like no penalty ,['pokemonletsgo']
87944,trainer returns change as much as like no penalty ,['pokemonletsgo']
88109,trainer returns change as much as like no penalty ,['pokemonletsgo']
88418,trainer returns change as much as like no penalty ,['pokemonletsgo']
89333,trainer returns change as much as like no penalty ,['pokemonletsgo']
90225,mythical mew comes exclusive every can join on adventure ,['pokemonletsgo']
90518,is not switch wanted but am looking forward it anyways ,['pokemonletsgo']
90778,thanks smash ultimate but seriously no or main series title means ,['pokemonletsgo']
91615,mythical mew comes exclusive every can join on adventure ,"['pokemonletsgo', 'pokemonletsgo']"
91665,news mew comes exclusive every in go ,['pokemonletsgo']
92003,mew glitch na nugget bridge ,['pokemonletsgo']
92126,new will be who buy plus ,['pokemonletsgo']
92444,mythical mew comes exclusive every can join on adventure ,"['pokemonletsgo', 'pokemonletsgo']"
92499,mythical mew comes exclusive every can join on adventure ,['pokemonletsgo']
93397,mythical mew comes exclusive every can join on adventure ,['pokemonletsgo']
93511,mythical mew comes exclusive every can join on adventure ,['pokemonletsgo']
93869,mythical mew comes exclusive every can join on adventure ,"['pokemonletsgo', 'pokemonletsgo']"
94037,mythical mew comes exclusive every can join on adventure ,['pokemonletsgo']
94216,favor mi no ,['pokemonletsgo']
95382,not nostalgic are comes out november 16th ,['pokemonletsgo']
95437,an actual as play ,['pokemonletsgo']
95661,mythical mew comes exclusive every can join on adventure ,['pokemonletsgo']
95679,news mew comes exclusive every in go ,['pokemonletsgo']
95816,news mew comes exclusive every in go ,['pokemonletsgo']
96264,mythical mew comes exclusive every can join on adventure ,['pokemonletsgo']
96490,in game play ,"['pokemonletsgo', 'marioparty']"
96719,mythical mew comes exclusive every can join on adventure ,"['pokemonletsgo', 'pokemonletsgo']"
97246,trainer returns change as much as like no penalty ,['pokemonletsgo']
97752,si no ,['pokemonletsgo']
98262,trainer returns change as much as like no penalty ,['pokemonletsgo']
98780,mythical mew comes exclusive every can join on adventure ,"['pokemonletsgo', 'pokemonletsgo']"
99351,smashing ,"['smashbros', 'fireemblem', 'pokemonletsgo', 'marioparty']"
99634,trainer returns change as much as like no penalty ,['pokemonletsgo']
100335,mythical mew comes exclusive every can join on adventure ,['pokemonletsgo']
100573,trainer returns change as much as like no penalty ,['pokemonletsgo']
100860,trainer returns change as much as like no penalty ,['pokemonletsgo']
101633,excited ,"['smashbros', 'fireemblem', 'marioparty', 'pokemonletsgo']"
101948,news mew comes exclusive every in go ,['pokemonletsgo']
102139,new meme ,['pokemonletsgo']
102257,mythical mew comes exclusive every can join on adventure ,"['pokemonletsgo', 'pokemonletsgo']"
102740,hope tree house has some new infos all questions have about ,['pokemonletsgo']
102900,mythical mew comes exclusive every can join on adventure ,"['pokemonletsgo', 'pokemonletsgo']"
103269,trainer returns change as much as like no penalty ,['pokemonletsgo']
104053,mythical mew comes exclusive every can join on adventure ,"['pokemonletsgo', 'pokemonletsgo']"
